protein_id,clade,length,pfam_id,taxa_id
A0A088S789,E,5726,PF12796,5679
A0A088S900,E,1127,mobidb-lite,5679
A0A088SA12,E,338,PF13855,7757
A0A088SE95,E,1867,mobidb-lite,5679
A0A088SGY9,E,195,PF02777,5679
A0A089MY32,E,331,PF01348,1546358
A0A089VGI8,E,211,PF00578,1549163
A0A089VJD9,E,48,PF00468,216768
A0A089WWI7,E,545,PF13193,3505
A0A090L461,E,2266,PF00135,34506
A0A090L7B5,E,12137,mobidb-lite,34506
A0A090LB73,E,778,PF10557,34506
A0A090LEA5,E,1133,PF06602,34506
A0A090LIE5,E,191,PF14497,34506
A0A090LM91,E,400,mobidb-lite,34506
A0A090LYW1,E,347,mobidb-lite,70448
A0A090M7P0,E,168,PF07821,70448
A0A090MZM9,E,333,PF00581,34506
A0A090XAP7,E,231,PF13843,34613
A0A091CM24,E,335,PF00170,885580
A0A091CNT1,E,744,PF06862,885580
A0A091CT01,E,593,PF04777,885580
A0A091CVU5,E,2074,CoiledCoil,885580
A0A091CW88,E,186,mobidb-lite,885580
A0A091CYF3,E,592,PF12796,885580
A0A091D0G4,E,658,CoiledCoil,885580
A0A091D1W0,E,278,PF00788,885580
A0A091D4N7,E,1719,CoiledCoil,885580
A0A091D937,E,2183,PF01833,885580
A0A091D9Z8,E,84,PF08583,885580
A0A091DAV3,E,702,PF00571,885580
A0A091DBP5,E,894,mobidb-lite,885580
A0A091DBV8,E,30784,PF00041,885580
A0A091DHX6,E,1202,PF07732,885580
A0A091DLU8,E,200,PF10480,885580
A0A091DMG3,E,2230,CoiledCoil,885580
A0A091DQE5,E,1578,mobidb-lite,885580
A0A091DS16,E,455,PF13765,885580
A0A091DSK2,E,1447,PF00005,885580
A0A091DSW0,E,532,PF08030,885580
A0A091DT21,E,1999,PF05994,885580
A0A091DYI4,E,1151,PF00169,885580
A0A091E051,E,1303,PF14545,885580
A0A091E419,E,1055,PF00581,885580
A0A091E4N8,E,1892,mobidb-lite,885580
A0A091E6I4,E,611,mobidb-lite,885580
A0A091EFD5,E,379,PF02931,85066
A0A091EFT2,E,761,mobidb-lite,885580
A0A091EIW8,E,622,PF06472,85066
A0A091ELH4,E,423,PF01231,885580
A0A091EQ61,E,1417,PF07645,85066
A0A091F3A0,E,368,PF00534,85066
A0A091F5A4,E,298,PF01008,85066
A0A091F8U2,E,606,PF00018,85066
A0A091FCK1,E,808,mobidb-lite,85066
A0A091FMY9,E,611,PF00307,55661
A0A091FQA9,E,427,PF00415,55661
A0A091FRU1,E,917,PF07648,55661
A0A091FUC2,E,1624,PF16172,55661
A0A091FX61,E,357,mobidb-lite,55661
A0A091FY39,E,667,mobidb-lite,55661
A0A091G8V7,E,954,mobidb-lite,55661
A0A091GCF7,E,1423,mobidb-lite,55661
A0A091GK66,E,231,mobidb-lite,55661
A0A091GM81,E,1309,PF00041,55661
A0A091GMX7,E,860,PF02141,55661
A0A091GY85,E,3102,PF14260,55661
A0A091HHB4,E,1893,PF12894,9244
A0A091HNM4,E,553,PF00169,9244
A0A091HP71,E,708,mobidb-lite,9244
A0A091HVU1,E,589,mobidb-lite,9244
A0A091HZT0,E,423,PF00450,9244
A0A091IDZ4,E,597,PF13639,9244
A0A091II84,E,1432,PF00168,9244
A0A091IJV0,E,299,PF00017,9244
A0A091IMF0,E,488,PF00400,9244
A0A091IS65,E,487,PF00557,188379
A0A091IV98,E,361,PF02544,188379
A0A091IVH6,E,158,PF04051,9244
A0A091IZF6,E,333,PF02586,9244
A0A091J1U5,E,738,mobidb-lite,188379
A0A091J4S9,E,2109,PF15902,188379
A0A091J808,E,105,PF15167,188379
A0A091JCX5,E,4629,PF00057,188379
A0A091JE78,E,526,PF00907,188379
A0A091JVJ7,E,245,PF00822,57412
A0A091K1V3,E,185,PF07545,57412
A0A091K395,E,153,PF13887,57412
A0A091K7G6,E,1089,CoiledCoil,57412
A0A091KB45,E,2209,PF00435,57412
A0A091KCH9,E,1383,PF06462,187382
A0A091KG48,E,437,PF14604,187382
A0A091KHX2,E,290,PF00170,187382
A0A091KRM9,E,607,PF01759,187382
A0A091KW15,E,224,PF04089,57412
A0A091KW70,E,423,mobidb-lite,187382
A0A091L054,E,1239,PF00013,57412
A0A091L1R5,E,106,PF00034,43455
A0A091L3K4,E,556,PF00135,43455
A0A091L4L6,E,568,mobidb-lite,43455
A0A091L5K5,E,427,mobidb-lite,43455
A0A091LTW6,E,349,mobidb-lite,54380
A0A091M026,E,858,mobidb-lite,54380
A0A091M056,E,279,PF00412,54380
A0A091M332,E,734,PF07645,54380
A0A091M7F1,E,988,PF08474,54380
A0A091MBX2,E,624,PF00880,54380
A0A091MDJ4,E,555,PF02990,54380
A0A091MPC9,E,1177,mobidb-lite,57068
A0A091MU74,E,279,PF02759,57068
A0A091MWN9,E,620,mobidb-lite,57068
A0A091N5R6,E,297,PF00588,54380
A0A091NAK6,E,1334,mobidb-lite,57068
A0A091NAS2,E,1548,PF07645,57068
A0A091NAX4,E,734,PF00092,57068
A0A091NKH2,E,654,PF16863,57397
A0A091NW04,E,313,PF00402,8969
A0A091NYU0,E,1337,mobidb-lite,8969
A0A091P3A7,E,862,PF10577,8969
A0A091P3M7,E,587,PF00076,188344
A0A091P7X1,E,781,PF08726,188344
A0A091P9A7,E,317,PF04968,8969
A0A091PB72,E,419,PF03782,57397
A0A091PD76,E,1823,CoiledCoil,188344
A0A091PE33,E,1272,mobidb-lite,188344
A0A091PHW7,E,1122,mobidb-lite,188344
A0A091PRK3,E,1088,PF02338,8969
A0A091PSF1,E,2806,PF07679,188344
A0A091PT63,E,742,PF07679,8969
A0A091Q208,E,464,PF16179,8969
A0A091QB15,E,344,mobidb-lite,57421
A0A091QEY6,E,597,CoiledCoil,57421
A0A091QL04,E,634,PF01344,54374
A0A091QNG6,E,512,PF00790,57421
A0A091QX88,E,268,PF00400,188344
A0A091QZK5,E,1263,PF00028,54374
A0A091RCF7,E,149,PF00188,57421
A0A091RJP0,E,625,mobidb-lite,57421
A0A091RKL6,E,255,PF00105,54374
A0A091RTS5,E,176,PF00030,176057
A0A091RV75,E,609,PF00209,176057
A0A091RVZ6,E,752,PF00664,176057
A0A091RWA0,E,701,mobidb-lite,176057
A0A091S308,E,523,PF07690,176057
A0A091S3A6,E,860,mobidb-lite,176057
A0A091S4R6,E,673,PF03129,176057
A0A091S9V0,E,2281,mobidb-lite,176057
A0A091SA02,E,2193,PF11597,176057
A0A091SFB8,E,449,PF01546,54374
A0A091SFC6,E,567,PF00271,36300
A0A091SFZ3,E,200,PF13847,36300
A0A091SIN1,E,2702,CoiledCoil,36300
A0A091SKD7,E,153,PF15827,36300
A0A091SVJ5,E,2222,mobidb-lite,36300
A0A091T2L8,E,646,mobidb-lite,36300
A0A091T3D9,E,1151,mobidb-lite,36300
A0A091T5N6,E,385,PF02214,176057
A0A091T5R8,E,928,PF16471,36300
A0A091T6T9,E,1299,mobidb-lite,176057
A0A091TB54,E,509,PF03250,97097
A0A091TC38,E,307,PF09034,97097
A0A091TL59,E,230,PF02513,97097
A0A091TMG4,E,1028,mobidb-lite,97097
A0A091TMX2,E,201,PF00335,36300
A0A091TNB7,E,1152,mobidb-lite,97097
A0A091TNX0,E,567,PF07707,97097
A0A091TRL9,E,827,PF01422,97097
A0A091TS65,E,451,PF00076,97097
A0A091TWM8,E,806,PF00916,97097
A0A091U5P4,E,611,PF02469,97097
A0A091UDX0,E,1105,mobidb-lite,97097
A0A091UGY4,E,496,mobidb-lite,97097
A0A091UMW2,E,1092,PF00090,128390
A0A091UPM5,E,351,PF01735,97097
A0A091USM8,E,1325,PF00400,128390
A0A091UU85,E,1242,mobidb-lite,97097
A0A091UUW8,E,223,PF00594,128390
A0A091V351,E,227,PF00134,128390
A0A091V4C4,E,742,PF00400,128390
A0A091V7J8,E,232,PF03567,128390
A0A091V7X6,E,487,PF02262,128390
A0A091VB62,E,1852,mobidb-lite,128390
A0A091VC09,E,1011,mobidb-lite,30419
A0A091VF62,E,1805,PF00788,30419
A0A091VGS9,E,1745,PF00090,128390
A0A091VHL1,E,378,PF00441,128390
A0A091VIV9,E,482,PF02996,30419
A0A091VTQ3,E,1070,CoiledCoil,128390
A0A091VX49,E,849,PF00232,128390
A0A091W0J6,E,1190,mobidb-lite,128390
A0A091W8S4,E,1158,mobidb-lite,30419
A0A091W969,E,841,mobidb-lite,30419
A0A091WHI2,E,1108,PF00041,30419
A0A091WK79,E,298,PF00001,30419
A0A091WLK2,E,683,PF00514,30419
A0A091WME8,E,1323,PF16183,30419
A0A091WMQ2,E,684,PF00433,30419
A0A093BEB0,E,969,mobidb-lite,8897
A0A093BGP0,E,859,mobidb-lite,8897
A0A093BJW2,E,802,mobidb-lite,8897
A0A093BL86,E,2506,PF00630,8897
A0A093BYY3,E,1048,PF00041,240206
A0A093C9F0,E,1077,PF02383,240206
A0A093CAA0,E,379,PF00887,240206
A0A093CDS2,E,209,PF08597,121530
A0A093CE02,E,716,PF00621,240206
A0A093CGS8,E,356,mobidb-lite,121530
A0A093CHJ6,E,245,PF13516,240206
A0A093CJP9,E,632,PF00084,121530
A0A093CL25,E,498,PF00579,121530
A0A093CLR2,E,913,mobidb-lite,121530
A0A093CNQ1,E,3807,mobidb-lite,121530
A0A093CWS5,E,199,PF09777,121530
A0A093CWT1,E,449,PF02434,121530
A0A093CX53,E,715,PF00962,121530
A0A093CY41,E,195,PF04731,121530
A0A093DKX3,E,1209,mobidb-lite,121530
A0A093DMX4,E,1158,PF07731,240206
A0A093DZK2,E,283,mobidb-lite,121530
A0A093EGH4,E,409,PF00013,121530
A0A093EPZ8,E,431,PF00568,56313
A0A093EW57,E,228,PF00226,56313
A0A093EYL9,E,343,mobidb-lite,37040
A0A093F1E2,E,55,PF00412,37040
A0A093F312,E,400,PF11470,37040
A0A093F5F8,E,766,CoiledCoil,56313
A0A093F8R7,E,44,PF05640,56313
A0A093FAQ2,E,484,PF07690,56313
A0A093FCD2,E,88,PF00069,37040
A0A093FFE5,E,664,PF01062,56313
A0A093FGE1,E,974,PF00041,56313
A0A093FH97,E,502,PF00069,37040
A0A093FHE7,E,740,PF12894,37040
A0A093FLZ4,E,351,PF01761,37040
A0A093FPD0,E,335,PF04572,37040
A0A093FR47,E,1101,PF14637,56313
A0A093FTP6,E,485,PF10268,56313
A0A093FTY5,E,916,mobidb-lite,56313
A0A093G0A8,E,3598,PF00053,118200
A0A093G451,E,253,PF13821,118200
A0A093G8P9,E,538,PF00514,118200
A0A093G999,E,178,mobidb-lite,118200
A0A093GBP2,E,1820,PF06009,118200
A0A093GHR4,E,1950,PF00620,118200
A0A093GSC1,E,736,mobidb-lite,56313
A0A093GTN4,E,42,PF00631,56313
A0A093GUU4,E,2115,mobidb-lite,118200
A0A093GV58,E,652,PF01384,118200
A0A093GZW1,E,1100,PF04565,118200
A0A093H2L4,E,285,mobidb-lite,56313
A0A093H308,E,198,PF00412,118200
A0A093HP00,E,1078,PF00626,56313
A0A093I1P7,E,847,PF13882,30455
A0A093ICE8,E,657,mobidb-lite,54383
A0A093IEU2,E,214,PF00320,54383
A0A093IF29,E,697,PF00431,54383
A0A093IFF5,E,1469,mobidb-lite,54383
A0A093IJ63,E,305,PF00027,30455
A0A093IM88,E,541,PF04961,54383
A0A093IUQ3,E,631,PF12763,30455
A0A093IVP5,E,339,PF01585,30455
A0A093J4A0,E,745,PF13181,30455
A0A093J4A7,E,1281,PF08264,118200
A0A093J7P5,E,1016,PF00122,30455
A0A093JDH8,E,224,PF00156,54383
A0A093JFI4,E,946,PF00018,30455
A0A093JJ02,E,880,PF00090,54383
A0A093L5V9,E,203,PF11461,30455
A0A093LDB5,E,289,mobidb-lite,54383
A0A093NJH3,E,452,PF16070,9238
A0A093NNX0,E,253,PF00093,9238
A0A093NPP1,E,415,PF03114,9238
A0A093NZW9,E,2345,CoiledCoil,9238
A0A093P2E3,E,721,mobidb-lite,9238
A0A093P6J4,E,1072,mobidb-lite,9238
A0A093P7M1,E,211,PF16543,9238
A0A093P7U8,E,3252,PF00028,9238
A0A093PQ64,E,379,PF03165,9209
A0A093PTK6,E,428,PF00046,9209
A0A093PTN8,E,102,PF07686,328815
A0A093PVC9,E,448,PF02412,328815
A0A093Q5B9,E,346,PF00226,328815
A0A093QCC3,E,1173,PF00041,328815
A0A093QGG1,E,1067,PF00595,328815
A0A093QM83,E,709,PF01049,328815
A0A093QQ48,E,240,PF14780,9209
A0A093QQC5,E,454,mobidb-lite,9238
A0A093QSR4,E,1889,mobidb-lite,9209
A0A093R8F3,E,1538,mobidb-lite,9209
A0A093SDR6,E,757,PF00249,328815
A0A093TFS8,E,485,PF00170,9209
A0A093TMP7,E,1071,mobidb-lite,9209
A0A093XDR2,E,521,PF00076,1391699
A0A093XED9,E,515,mobidb-lite,1437433
A0A093XER4,E,727,PF00022,1437433
A0A093XTV7,E,777,PF12171,1391699
A0A093Y692,E,393,PF04116,1437433
A0A093YLV8,E,413,mobidb-lite,1420901
A0A093YXB8,E,1293,PF01595,1420901
A0A093Z188,E,887,mobidb-lite,1420902
A0A093Z339,E,131,PF00225,1420901
A0A093Z5S0,E,1546,mobidb-lite,1420901
A0A093ZLB9,E,582,PF05368,1420902
A0A093ZRU6,E,534,PF00241,1420901
A0A093ZUV1,E,398,PF03645,1420901
A0A093ZWY3,E,325,PF12350,1391699
A0A093ZZR7,E,595,PF11702,1420901
A0A094A0Q9,E,649,PF00172,1420906
A0A094A458,E,389,CoiledCoil,1420906
A0A094A6C1,E,1617,mobidb-lite,1420906
A0A094A7K8,E,375,mobidb-lite,1391699
A0A094A8V0,E,546,PF00018,1420906
A0A094A984,E,829,mobidb-lite,1437433
A0A094AHM8,E,158,mobidb-lite,1420906
A0A094AIF6,E,1095,PF00931,1420901
A0A094AK50,E,325,mobidb-lite,1420906
A0A094AKK2,E,860,PF00400,1420907
A0A094AS31,E,1706,PF00664,1420906
A0A094B552,E,607,PF03483,1420907
A0A094BGG6,E,1682,PF00637,1420907
A0A094BGR9,E,827,mobidb-lite,1420907
A0A094BIU9,E,720,PF00076,1420902
A0A094BMZ5,E,599,PF00703,1420907
A0A094C1F5,E,385,PF00288,1420902
A0A094C2Y0,E,183,PF00025,1420901
A0A094CKW8,E,720,PF02540,1420909
A0A094CQ23,E,518,mobidb-lite,1420910
A0A094D086,E,711,PF03095,1420910
A0A094DBS2,E,333,PF00106,1420909
A0A094DF71,E,692,mobidb-lite,1420907
A0A094DKU7,E,307,PF00687,1420907
A0A094DMK6,E,806,mobidb-lite,1420907
A0A094DR67,E,174,PF15370,1420909
A0A094E025,E,997,PF14558,1420910
A0A094E3V9,E,481,PF08574,1420907
A0A094E833,E,573,PF01545,1420912
A0A094EH05,E,530,PF07690,1420912
A0A094EPG7,E,430,mobidb-lite,1420911
A0A094EQW0,E,997,PF01968,1420912
A0A094EV04,E,2363,PF10596,1420911
A0A094EYS2,E,220,PF06244,1420910
A0A094F1C3,E,886,mobidb-lite,1420913
A0A094F4S9,E,719,mobidb-lite,1420912
A0A094F8D2,E,872,PF00425,1420913
A0A094FAS3,E,725,PF00083,1420909
A0A094FIW1,E,837,PF04082,1420913
A0A094FKS7,E,591,mobidb-lite,1420911
A0A094FMN5,E,163,PF01192,1420913
A0A094FSP3,E,1614,mobidb-lite,1420909
A0A094FUJ9,E,1187,mobidb-lite,1420909
A0A094G2S0,E,2146,PF16073,1420913
A0A094G749,E,280,PF00378,1420911
A0A094G9R9,E,1958,mobidb-lite,1420913
A0A094GB61,E,828,PF01370,1420913
A0A094GB80,E,453,PF02969,1420911
A0A094GF66,E,318,mobidb-lite,1420914
A0A094GIQ3,E,1049,PF00931,1420911
A0A094GIU9,E,809,PF00387,1420911
A0A094GQA5,E,352,PF07883,1420911
A0A094GSR9,E,1210,PF07690,1420912
A0A094GV21,E,1360,PF02769,1420911
A0A094GWL8,E,3208,PF09333,1420914
A0A094H0A8,E,192,PF00840,1420912
A0A094H3B2,E,418,PF04142,1420912
A0A094HAL5,E,217,PF03364,1420914
A0A094HB57,E,2703,mobidb-lite,1420915
A0A094HC94,E,299,PF00153,1420914
A0A094HF81,E,230,PF03443,1420914
A0A094HVE0,E,1340,mobidb-lite,1420913
A0A094IHX6,E,541,PF00067,1420914
A0A094II20,E,910,mobidb-lite,1420914
A0A094JKJ7,E,154,PF00080,1420915
A0A094K696,E,895,mobidb-lite,279965
A0A094K858,E,916,mobidb-lite,279965
A0A094KA13,E,615,PF06602,279965
A0A094KDZ0,E,667,PF01067,279965
A0A094KRT9,E,522,PF01237,279965
A0A094KRV3,E,238,PF00167,279965
A0A094KT94,E,1049,PF00616,279965
A0A094KXP7,E,189,PF01201,279965
A0A094LJQ9,E,861,mobidb-lite,279965
A0A094M040,E,1153,PF08742,345573
A0A094N628,E,854,PF00694,279965
A0A094ZGG9,E,1073,mobidb-lite,6185
A0A094ZLL8,E,3099,LowComplexity,6185
A0A094ZMZ0,E,698,mobidb-lite,6185
A0A094ZSE7,E,432,mobidb-lite,6185
A0A094ZW07,E,817,LowComplexity,6185
A0A095B4L9,E,94,PF01221,6185
A0A095BZ84,E,478,mobidb-lite,6185
A0A095CER2,E,1142,CoiledCoil,6185
A0A096LQ64,E,1693,mobidb-lite,48698
A0A096LR56,E,928,PF07679,48698
A0A096LRG7,E,331,PF02188,48698
A0A096LT02,E,2138,PF00008,48698
A0A096LXR8,E,766,mobidb-lite,48698
A0A096M2G6,E,240,PF01400,48698
A0A096M3D4,E,977,mobidb-lite,48698
A0A096M3Q4,E,504,PF04548,48698
A0A096M5S1,E,1364,CoiledCoil,48698
A0A096M751,E,375,PF02037,48698
A0A096M765,E,1039,PF00060,48698
A0A096M9C3,E,303,mobidb-lite,48698
A0A096MBQ2,E,488,PF07690,48698
A0A096MES0,E,528,PF16533,48698
A0A096MG43,E,413,mobidb-lite,48698
A0A096MGL9,E,624,mobidb-lite,48698
A0A096MIM8,E,1523,mobidb-lite,48698
A0A096MLS5,E,939,mobidb-lite,9555
A0A096MQX2,E,657,PF00169,9555
A0A096MUC0,E,528,PF00887,9555
A0A096MVJ5,E,791,PF07888,9555
A0A096MXJ6,E,912,CoiledCoil,9555
A0A096MXM1,E,509,PF12235,9555
A0A096MYK6,E,207,PF00179,9555
A0A096MZJ1,E,1499,mobidb-lite,9555
A0A096N0D3,E,1951,mobidb-lite,9555
A0A096N1B3,E,752,PF00047,9555
A0A096N6X5,E,1032,PF09380,9555
A0A096N7E2,E,2016,PF00028,9555
A0A096ND20,E,577,PF00400,9555
A0A096NHV0,E,486,CoiledCoil,9555
A0A096NJM7,E,2078,PF12624,9555
A0A096NRE1,E,576,PF00787,9555
A0A096NTZ4,E,575,mobidb-lite,9555
A0A096NUH0,E,148,PF03874,9555
A0A096NVR2,E,914,PF08726,9555
A0A096NX74,E,132,PF00095,9555
A0A096P149,E,956,PF12937,9555
A0A096P2Q6,E,1970,PF05000,9555
A0A096P4G0,E,396,PF00438,9555
A0A096P9R3,E,607,PF03484,70448
A0A096PA60,E,921,mobidb-lite,70448
A0A096QZU0,E,220,mobidb-lite,4577
A0A096UMZ0,E,244,PF08079,4565
A0A096UU51,E,353,PF01344,4565
A0A096V947,E,219,PF00115,1377883
A0A096XCG1,E,71,PF00471,337399
A0A096Y157,E,205,PF00115,644931
A0A096Y7G3,E,226,PF00119,9606
A0A096YDT0,E,446,mobidb-lite,36659
A0A097CCE4,E,219,PF00115,1553122
A0A097ITQ5,E,187,PF00115,1561992
A0A097JTY7,E,302,PF00361,752690
A0A097P3X5,E,158,PF00069,1545401
A0A097PC91,E,227,PF00119,509921
A0A097PNJ2,E,754,PF09088,15368
A0A097ZQH0,E,571,PF12143,4555
A0A098CM30,E,80,PF00969,9606
A0A098GL47,E,234,PF02790,1562906
A0A098M0X1,E,321,PF00134,1550645
A0A098M204,E,120,PF05005,1550645
A0A098VUY7,E,287,PF01138,1485682
A0A099NX05,E,928,mobidb-lite,4909
A0A099P1W2,E,1238,mobidb-lite,4909
A0A099P3D8,E,302,PF01014,4909
A0A099P3P4,E,1301,PF00443,4909
A0A099YX36,E,975,CoiledCoil,94827
A0A099YXJ0,E,305,PF01409,94827
A0A099YY84,E,140,PF00046,94827
A0A099YZN1,E,1026,PF01582,94827
A0A099Z1B8,E,264,PF15412,94827
A0A099Z2A6,E,258,PF00248,94827
A0A099Z2C7,E,472,mobidb-lite,94827
A0A099Z3L5,E,550,CoiledCoil,94827
A0A099Z478,E,417,PF00168,94827
A0A099Z4D3,E,1569,PF15612,94827
A0A099ZAZ1,E,694,mobidb-lite,94827
A0A099ZB99,E,259,PF00179,94827
A0A099ZFD1,E,994,CoiledCoil,94827
A0A099ZJE5,E,752,PF08447,94827
A0A099ZJW3,E,198,PF02828,94827
A0A099ZMD2,E,505,PF02886,94827
A0A099ZMM8,E,560,mobidb-lite,94827
A0A099ZUL9,E,382,PF02931,94827
A0A099ZWB7,E,1836,mobidb-lite,50402
A0A0A0A5D9,E,615,CoiledCoil,50402
A0A0A0A8I5,E,1324,PF00041,50402
A0A0A0A8V2,E,341,PF00643,50402
A0A0A0ABK6,E,292,PF00019,50402
A0A0A0ADL8,E,76,PF03002,50402
A0A0A0AEU8,E,709,mobidb-lite,50402
A0A0A0AGK3,E,312,PF00069,50402
A0A0A0AGL2,E,419,PF03372,50402
A0A0A0AL58,E,1274,PF16879,50402
A0A0A0AR62,E,244,PF00078,50402
A0A0A0ARW6,E,1574,CoiledCoil,50402
A0A0A0AVX9,E,1995,PF00041,50402
A0A0A0AZE3,E,789,mobidb-lite,50402
A0A0A0AZI1,E,910,mobidb-lite,50402
A0A0A0AZK1,E,650,PF00090,50402
A0A0A0K3H3,E,216,PF01426,3659
A0A0A0K6E9,E,1165,mobidb-lite,3659
A0A0A0K8P5,E,578,PF13516,3659
A0A0A0KBD9,E,555,PF00931,3659
A0A0A0KF88,E,684,PF08263,3659
A0A0A0KIF1,E,487,mobidb-lite,3659
A0A0A0KM01,E,2124,mobidb-lite,3659
A0A0A0L081,E,419,PF00069,3659
A0A0A0LAD6,E,647,PF00226,3659
A0A0A0LHF3,E,691,PF01380,3659
A0A0A0LK76,E,530,PF00732,3659
A0A0A0LLM9,E,325,mobidb-lite,3659
A0A0A0LLY1,E,160,PF00076,3659
A0A0A0LMQ5,E,619,PF04784,3659
A0A0A0LW91,E,591,PF00390,3659
A0A0A0LYC2,E,765,PF01535,3659
A0A0A0MJH5,E,219,PF00115,1375780
A0A0A0MLW7,E,274,PF00043,13053
A0A0A0MTS7,E,35991,PF00041,9606
A0A0A0P578,E,347,PF04565,118573
A0A0A0P680,E,356,PF04565,1390368
A0A0A0PAU2,E,218,PF00115,190354
A0A0A0QMX4,E,184,PF02788,1539863
A0A0A0R4L8,E,155,PF05208,504586
A0A0A0REY9,E,220,PF02790,150430
A0A0A0S279,E,202,PF01590,1530025
A0A0A0UNC0,E,361,PF12041,330555
A0A0A0VFX6,E,109,PF00507,227580
A0A0A0VGA0,E,211,PF17207,1521347
A0A0A0WDJ9,E,257,PF04566,743951
A0A0A0YXB5,E,118,PF00110,569911
A0A0A1HAN0,E,609,PF00361,401535
A0A0A1MTT0,E,193,PF12937,58291
A0A0A1MXR0,E,784,mobidb-lite,58291
A0A0A1MZE6,E,415,PF00400,58291
A0A0A1N3G6,E,330,mobidb-lite,58291
A0A0A1NGX5,E,1076,LowComplexity,58291
A0A0A1NH28,E,1009,mobidb-lite,58291
A0A0A1NS69,E,163,PF03330,58291
A0A0A1NT07,E,1005,PF00412,58291
A0A0A1NVN8,E,861,PF00520,58291
A0A0A1PH34,E,1342,PF12409,58291
A0A0A1PIR5,E,306,PF07970,58291
A0A0A1PKM6,E,250,PF04263,58291
A0A0A1SZE0,E,322,PF06644,1531966
A0A0A1T2N8,E,630,mobidb-lite,1531966
A0A0A1T9J0,E,692,PF04082,1531966
A0A0A1TEV1,E,528,mobidb-lite,1531966
A0A0A1TG25,E,619,PF09286,1531966
A0A0A1TH69,E,819,PF06472,1531966
A0A0A1TH95,E,261,PF00082,1531966
A0A0A1TKE4,E,1491,PF00400,1531966
A0A0A1TNY4,E,826,mobidb-lite,1531966
A0A0A1TS26,E,585,PF00149,1531966
A0A0A1UQY2,E,1187,PF00109,568076
A0A0A1URR6,E,802,PF00172,568076
A0A0A1UZL3,E,1411,mobidb-lite,568076
A0A0A1V0C3,E,858,PF08774,568076
A0A0A1V0E3,E,825,mobidb-lite,568076
A0A0A1V5J9,E,466,mobidb-lite,568076
A0A0A1WCK4,E,429,PF08516,64175
A0A0A1WEX0,E,2770,mobidb-lite,28588
A0A0A1WLW5,E,370,PF04389,28588
A0A0A1WQR3,E,524,PF01064,28588
A0A0A1WR48,E,1472,mobidb-lite,28588
A0A0A1WSK9,E,1284,PF14637,28588
A0A0A1X1S5,E,2487,mobidb-lite,28588
A0A0A1X2E1,E,209,PF00307,28588
A0A0A1X502,E,544,PF08953,28588
A0A0A1X5X9,E,257,PF13855,28588
A0A0A1XAT7,E,1007,mobidb-lite,28588
A0A0A1XCD8,E,1293,CoiledCoil,28588
A0A0A1XGT7,E,326,PF01151,28588
A0A0A1XIF4,E,411,PF01066,28588
A0A0A1XR49,E,536,PF00787,28588
A0A0A2ICJ1,E,79,PF12554,27334
A0A0A2ITW2,E,671,mobidb-lite,27334
A0A0A2IWW6,E,452,mobidb-lite,27334
A0A0A2J5P6,E,1024,PF04082,27334
A0A0A2JLE6,E,1094,PF00023,27334
A0A0A2JME8,E,935,PF00172,27334
A0A0A2JMM4,E,948,mobidb-lite,27334
A0A0A2JY42,E,150,PF14231,27334
A0A0A2K4F8,E,303,mobidb-lite,27334
A0A0A2KAA7,E,464,mobidb-lite,40296
A0A0A2KDR8,E,223,PF11913,27334
A0A0A2KNT0,E,807,mobidb-lite,40296
A0A0A2L1S1,E,1738,PF05001,27334
A0A0A2L9W2,E,2181,PF00668,40296
A0A0A2LA67,E,337,PF00160,40296
A0A0A2LDU5,E,817,mobidb-lite,40296
A0A0A6Z4A6,E,247,PF02301,56690
A0A0A6Z6Z3,E,462,PF00148,179210
A0A0A6ZCM1,E,382,PF00032,78609
A0A0A6ZD21,E,177,PF01824,1288868
A0A0A6ZIL3,E,484,PF01824,1392596
A0A0A7AH31,E,189,PF00115,71410
A0A0A7AT49,E,239,PF01824,1465243
A0A0A7B6C4,E,210,PF00115,1473841
A0A0A7CLS5,E,394,mobidb-lite,74557
A0A0A7DQX1,E,684,PF00361,229472
A0A0A7EX39,E,150,PF02437,1171431
A0A0A7EX61,E,137,mobidb-lite,272725
A0A0A7LW76,E,183,PF00969,9606
A0A0A7LWU3,E,187,PF02788,167237
A0A0A7M0Y9,E,675,PF13855,8324
A0A0A8KYA7,E,96,PF00125,1491545
A0A0A9A876,E,137,PF00067,35708
A0A0A9ACM4,E,172,PF06708,35708
A0A0A9EQY0,E,192,PF10270,35708
A0A0A9FNL2,E,1143,PF00664,35708
A0A0A9HD96,E,242,PF02362,35708
A0A0A9HY10,E,114,PF14299,35708
A0A0A9J4I9,E,460,PF00646,35708
A0A0A9LRM1,E,245,mobidb-lite,35708
A0A0A9M5R1,E,180,mobidb-lite,35708
A0A0A9ND22,E,234,PF00013,35708
A0A0A9P422,E,139,PF14953,35708
A0A0A9PVY8,E,243,PF04782,35708
A0A0A9QKU9,E,90,PF04928,35708
A0A0A9RA29,E,83,PF03514,35708
A0A0A9TTG5,E,233,PF13855,35708
A0A0A9VX15,E,574,PF01189,30085
A0A0A9W1G6,E,867,mobidb-lite,30085
A0A0A9W4K4,E,541,PF00118,30085
A0A0A9W7Q2,E,4196,PF16909,30085
A0A0A9WRZ5,E,201,mobidb-lite,30085
A0A0A9WW43,E,345,PF02866,30085
A0A0A9X5R4,E,533,mobidb-lite,30085
